,name,year,Price,kms_driven,fuel_type,transmission,owner
1721,Maruti Swift Dzire,2017,500000,43000,Petrol,Manual,First Owner
1722,Skoda Rapid 1.5,2014,400000,77000,Diesel,Automatic,Second Owner
1723,Renault KWID RXT,2016,260000,30000,Petrol,Manual,First Owner
1724,Maruti Alto 800,2015,220000,40000,Petrol,Manual,Second Owner
1725,Chevrolet Enjoy TCDi,2014,190000,139000,Diesel,Manual,Second Owner
1726,Hyundai Grand i10,2016,400000,80000,Petrol,Manual,First Owner
1727,Chevrolet Beat Diesel,2014,170000,76000,Diesel,Manual,Second Owner
1728,Hyundai Elite i20,2019,650000,3500,Petrol,Manual,First Owner
1729,Maruti 800 AC,2007,60000,62000,Petrol,Manual,Second Owner
1730,Tata New Safari,2007,300000,110000,Petrol,Manual,Second Owner
1731,Chevrolet Spark 1.0,2012,125000,40000,Petrol,Manual,Second Owner
1732,Tata Indica Vista,2013,130000,120000,Diesel,Manual,Second Owner
1733,Mahindra XUV500 W6,2012,500000,1500000,Diesel,Manual,First Owner
1734,Maruti Alto LX,2011,170000,70000,Petrol,Manual,Third Owner
1735,Maruti Swift Dzire,2012,310000,77000,Diesel,Manual,Second Owner
1736,Chevrolet Spark 1.0,2011,130000,110000,Petrol,Manual,Second Owner
1737,Maruti Wagon R,2016,465000,20000,Petrol,Manual,First Owner
1738,Mahindra Jeep MM,1995,160000,90000,Diesel,Manual,Third Owner
1739,Mercedes-Benz E-Class E270,2005,800000,120005,Diesel,Automatic,Second Owner
1740,Maruti Alto K10,2012,260000,16830,Petrol,Manual,First Owner
1741,Mahindra Bolero 2011-2019,2013,500000,70000,Diesel,Manual,First Owner
1742,Renault KWID 1.0,2017,325000,38000,Petrol,Manual,First Owner
1743,Mahindra Bolero 2011-2019,2013,400000,80000,Diesel,Manual,First Owner
1744,Toyota Fortuner 2.8,2018,3200000,50000,Diesel,Manual,First Owner
1745,Tata Indica V2,2007,200000,50000,Diesel,Manual,First Owner
1746,Mahindra Quanto C2,2013,450000,52000,Diesel,Manual,First Owner
1747,Tata Indigo V,2012,229999,50000,Diesel,Manual,First Owner
1748,Hyundai EON Magna,2016,340000,30000,Petrol,Manual,First Owner
1749,Mahindra Bolero 2011-2019,2014,550000,103000,Diesel,Manual,First Owner
1750,Ford Endeavour 3.0L,2011,975000,93468,Diesel,Automatic,Second Owner
1751,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First Owner
1752,Volkswagen Jetta 1.6,2010,225000,80000,Petrol,Manual,Second Owner
1753,Ford Endeavour 3.2,2018,3250000,12000,Diesel,Automatic,First Owner
1754,Tata Indigo eCS,2013,280000,70000,Diesel,Manual,First Owner
1755,Honda Amaze V,2019,700000,4500,Petrol,Manual,First Owner
1756,Tata Indigo CS,2012,259000,35000,Diesel,Manual,First Owner
1757,Toyota Fortuner 2.8,2018,3200000,60000,Diesel,Automatic,First Owner
1758,Mahindra XUV500 W10,2018,1400000,30000,Diesel,Manual,First Owner
1759,Ford Figo 1.5P,2015,416000,40000,Petrol,Automatic,First Owner
1760,Tata Manza ELAN,2011,250000,70000,Diesel,Manual,First Owner
1761,Tata Manza Aura,2010,210000,120000,Diesel,Manual,First Owner
1762,Mahindra Scorpio VLX,2008,290000,120000,Diesel,Manual,Second Owner
1763,Tata Indigo CS,2012,220000,90000,Diesel,Manual,First Owner
1764,Tata Indigo eCS,2012,246000,35000,Diesel,Manual,Second Owner
1765,Maruti Omni E,2018,260000,30000,Petrol,Manual,First Owner
1766,Hyundai Creta 1.4,2018,1050000,70000,Diesel,Manual,First Owner
1767,Tata Manza Club,2012,290000,60000,Diesel,Manual,First Owner
1768,Tata Indigo eCS,2013,310000,70000,Diesel,Manual,First Owner
1769,Hyundai i20 1.2,2018,700000,6000,Petrol,Manual,First Owner
1770,Maruti Swift VXI,2016,550000,20000,Petrol,Manual,First Owner
1771,Tata Indigo CS,2017,450000,70000,Diesel,Manual,First Owner
1772,Honda City i,2016,773000,65000,Petrol,Manual,First Owner
1773,Tata Tiago 1.2,2017,450000,25000,Petrol,Manual,First Owner
1774,Maruti Eeco 5,2019,409999,10000,Petrol,Manual,First Owner
1775,Maruti 800 Std,2003,45000,35000,Petrol,Manual,Fourth & Above Owner
1776,Nissan Teana XL,2014,600000,80000,Petrol,Automatic,Second Owner
1777,Chevrolet Beat LT,2010,250000,63000,Petrol,Manual,First Owner
1778,Tata Indica V2,2008,70000,100000,Diesel,Manual,First Owner
1779,Honda Amaze S,2019,690000,1303,Petrol,Manual,First Owner
1780,Audi Q5 35TDI,2018,3975000,31800,Diesel,Automatic,First Owner
1781,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
1782,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First Owner
1783,Jeep Wrangler 2016-2019,2017,4100000,17000,Petrol,Automatic,First Owner
1784,Toyota Yaris V,2018,1000000,4295,Petrol,Manual,First Owner
1785,Toyota Yaris V,2018,1000000,5229,Petrol,Manual,First Owner
1786,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First Owner
1787,Maruti Ciaz 1.3,2018,925000,23712,Diesel,Manual,First Owner
1788,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
1789,Maruti Wagon R,2018,430000,16589,Petrol,Manual,First Owner
1790,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second Owner
1791,Honda City i,2016,675000,53201,Petrol,Manual,Second Owner
1792,Maruti Baleno Delta,2017,570000,25272,Petrol,Manual,First Owner
1793,Maruti Vitara Brezza,2017,850000,53619,Diesel,Manual,First Owner
1794,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First Owner
1795,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First Owner
1796,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First Owner
1797,Ford Ecosport 1.5,2018,640000,6001,Petrol,Manual,First Owner
1798,Tata Indigo CS,2013,250000,80000,Diesel,Manual,First Owner
1799,Renault Duster 110PS,2018,1250000,12000,Diesel,Manual,First Owner
1800,Ford EcoSport 1.5,2017,889000,25000,Petrol,Manual,First Owner
1801,Hyundai i20 2015-2017,2017,750000,40000,Diesel,Manual,Second Owner
1802,Maruti Swift Ldi,2010,320000,130000,Diesel,Manual,Third Owner
1803,Skoda Yeti Ambition,2011,600000,202000,Diesel,Manual,First Owner
1804,Maruti Ciaz S,2018,1000000,40000,Diesel,Manual,First Owner
1805,Maruti Zen LX,2000,110000,70000,Petrol,Manual,Fourth & Above Owner
1806,Honda City 2017-2020,2008,250000,120000,Petrol,Manual,Second Owner
1807,Maruti Swift Dzire,2015,600000,60000,Diesel,Manual,First Owner
1808,Maruti Zen Estilo,2009,165000,60000,Petrol,Manual,First Owner
1809,Maruti Alto LXI,2004,118000,60000,Petrol,Manual,Second Owner
1810,Maruti Baleno Delta,2016,700000,78000,Diesel,Manual,First Owner
1811,Renault Duster 85PS,2013,585000,80000,Diesel,Manual,Second Owner
1812,Maruti Alto LXi,2006,120000,120000,Petrol,Manual,Fourth & Above Owner
1813,Maruti 800 Std,2003,65000,90000,Petrol,Manual,Fourth & Above Owner
1814,Maruti Alto LX,2006,150000,100000,Petrol,Manual,Second Owner
1815,Maruti Alto Std,2009,150000,70000,Petrol,Manual,Fourth & Above Owner
1816,Hyundai Accent VIVA,2004,170000,160000,Diesel,Manual,Third Owner
1817,Mahindra Scorpio 2.6,2006,250000,120000,Diesel,Manual,Third Owner
1818,Hyundai Accent CRDi,2005,100000,100000,Diesel,Manual,Third Owner
1819,Maruti Ertiga VDI,2013,599000,60000,Diesel,Manual,Second Owner
1820,Chevrolet Cruze LTZ,2010,250000,135000,Diesel,Manual,Third Owner
1821,Maruti Swift VXI,2016,570000,90000,Petrol,Manual,First Owner
1822,Volkswagen Polo Diesel,2013,440000,75000,Diesel,Manual,Second Owner
1823,Toyota Innova 2.5,2005,300000,185000,Diesel,Manual,Second Owner
1824,Nissan Micra XV,2015,300000,71717,Petrol,Automatic,Second Owner
1825,Mahindra Scorpio VLX,2011,500000,150000,Diesel,Automatic,Second Owner
1826,Maruti Swift Dzire,2016,660000,55000,Diesel,Manual,First Owner
1827,Ford Fiesta Classic,2012,256000,90000,Petrol,Manual,Second Owner
1828,Renault KWID 1.0,2018,409999,35000,Petrol,Manual,First Owner
1829,Toyota Fortuner 4x4,2015,1888000,120000,Diesel,Manual,Second Owner
1830,Hyundai Santro Xing,2011,250000,100000,LPG,Manual,Second Owner
1831,Honda Civic 1.8,2009,280000,40000,Petrol,Automatic,Third Owner
1832,Mahindra Xylo D2,2010,300000,100000,Diesel,Manual,First Owner
1833,Tata Safari Storme,2016,900000,120000,Diesel,Manual,First Owner
1834,Maruti Zen Estilo,2014,190000,60000,Petrol,Manual,First Owner
1835,Mahindra Bolero Power,2019,800000,2000,Diesel,Manual,First Owner
1836,Mahindra Scorpio EX,2012,450000,100000,Diesel,Manual,First Owner
1837,Mahindra Xylo D2,2015,400000,110000,Diesel,Manual,First Owner
1838,Tata New Safari,2009,150000,90000,Diesel,Manual,Second Owner
1839,Tata Indigo CR4,2011,200000,84321,Diesel,Manual,First Owner
1840,Mahindra XUV500 W8,2013,600000,177000,Diesel,Manual,First Owner
1841,Tata Indica Vista,2010,175000,60000,Diesel,Manual,First Owner
1842,Tata Indigo CS,2008,99000,205000,Diesel,Manual,Second Owner
1843,Hyundai i10 Asta,2008,215000,70000,Petrol,Manual,Second Owner
1844,Maruti Omni E,2011,190000,70000,Petrol,Manual,Third Owner
1845,Renault Duster 110PS,2013,520000,126000,Diesel,Manual,Second Owner
1846,Ford Endeavour 3.2,2016,2280000,120000,Diesel,Automatic,Second Owner
1847,Tata Indica Vista,2015,285000,70000,Diesel,Manual,First Owner
1848,Mahindra TUV 300,2017,660000,82000,Diesel,Manual,First Owner
1849,Maruti 800 Std,2004,31504,110000,Petrol,Manual,Third Owner
1850,Maruti Swift Dzire,2015,515000,45000,Petrol,Manual,Second Owner
1851,Nissan Sunny Diesel,2012,295000,70000,Diesel,Manual,Second Owner
1852,Nissan Terrano XL,2015,700000,80000,Diesel,Manual,Second Owner
1853,Mahindra Scorpio Intelli,2017,1100000,45000,Diesel,Manual,First Owner
1854,Hyundai EON 1.0,2017,300000,60000,Petrol,Manual,First Owner
1855,Maruti Swift VXI,2013,450000,41800,Petrol,Manual,First Owner
1856,Maruti Estilo LXI,2010,135000,132000,Petrol,Manual,Second Owner
1857,Maruti Swift Dzire,2017,700000,50000,Diesel,Manual,Second Owner
1858,Ford Figo Diesel,2012,250000,40000,Diesel,Manual,First Owner
1859,Maruti Wagon R,2009,140000,96000,Petrol,Manual,Second Owner
1860,Mahindra Xylo D4,2012,250000,117000,Diesel,Manual,First Owner
1861,Hyundai i10 Era,2011,210000,110000,Petrol,Manual,Second Owner
1862,Honda Amaze S,2014,420000,100000,Diesel,Manual,Second Owner
1863,Maruti Alto LXi,2007,130000,88700,Petrol,Manual,Third Owner
1864,Nissan Sunny XL,2012,320000,70000,Petrol,Manual,Second Owner
1865,Maruti Wagon R,2010,200000,110000,Petrol,Manual,Second Owner
1866,Maruti Alto 800,2016,310000,15000,Petrol,Manual,First Owner
1867,Mahindra Verito 1.5,2012,200000,80000,Diesel,Manual,Second Owner
1868,Maruti Ritz VXi,2014,350000,50000,Petrol,Manual,First Owner
1869,Hyundai EON Sportz,2018,444000,15000,Petrol,Manual,First Owner
1870,Datsun RediGO T,2017,300000,25000,Petrol,Manual,First Owner
1871,Mahindra Verito 1.5,2011,225000,57000,Diesel,Manual,Second Owner
1872,Mahindra Bolero 2011-2019,2012,600000,75000,Diesel,Manual,First Owner
1873,Maruti Eeco 5,2013,260000,26000,Petrol,Manual,First Owner
1874,Hyundai Xcent 1.1,2015,375000,160000,Diesel,Manual,First Owner
1875,Maruti Eeco 5,2013,260000,26000,Petrol,Manual,First Owner
1876,Maruti Alto LXi,2010,150000,120000,Petrol,Manual,Second Owner
1877,Maruti Alto LXi,2014,110000,50000,Petrol,Manual,Second Owner
1878,Maruti Alto LX,2012,225000,40000,Petrol,Manual,First Owner
1879,Toyota Etios GD,2011,400000,90000,Diesel,Manual,Third Owner
1880,Maruti Esteem Vxi,2005,93000,120000,Petrol,Manual,Third Owner
1881,Honda City i,2017,860000,28000,Petrol,Manual,First Owner
1882,Maruti Swift Dzire,2018,650000,50000,Diesel,Manual,First Owner
1883,Maruti Ertiga ZDI,2014,650000,90000,Diesel,Manual,First Owner
1884,Hyundai Verna 1.4,2016,710000,40000,Diesel,Manual,First Owner
1885,Ford Figo 1.5D,2017,430000,113000,Diesel,Manual,First Owner
1886,Maruti Swift Vdi,2011,305000,188000,Diesel,Manual,Second Owner
1887,Ford Figo Diesel,2011,220000,100000,Diesel,Manual,First Owner
1888,Tata Sumo MKII,2010,150000,225000,Diesel,Manual,Third Owner
1889,Mahindra TUV 300,2017,660000,67000,Diesel,Manual,Second Owner
1890,Chevrolet Beat Diesel,2011,140000,70000,Diesel,Manual,Fourth & Above Owner
1891,Toyota Corolla Altis,2015,1100000,50000,Petrol,Manual,First Owner
1892,Jaguar XF 2.2,2013,2450000,60000,Diesel,Automatic,First Owner
1893,Volkswagen Ameo 1.5,2017,625000,34000,Diesel,Automatic,First Owner
1894,Honda City 1.5,2004,198000,110000,Petrol,Manual,Third Owner
1895,Hyundai Santro GS,2001,60000,71000,Petrol,Manual,Second Owner
1896,Maruti Wagon R,2005,130000,140000,Petrol,Manual,Second Owner
1897,Honda City Corporate,2012,540000,100000,Petrol,Manual,Second Owner
1898,Hyundai Grand i10,2017,550000,10000,Petrol,Automatic,First Owner
1899,Maruti Celerio ZXI,2018,475000,30000,Petrol,Manual,First Owner
1900,Audi Q3 2.0,2017,2825000,22000,Diesel,Automatic,First Owner
1901,Honda Civic ZX,2020,2125000,5500,Diesel,Manual,First Owner
1902,BMW X1 sDrive20d,2018,3350000,18000,Diesel,Automatic,First Owner
1903,Toyota Innova Crysta,2018,1800000,20000,Diesel,Automatic,First Owner
1904,Hyundai Santro Asta,2018,540000,7000,Petrol,Manual,First Owner
1905,Force Gurkha Hard,2018,910000,20000,Diesel,Manual,First Owner
1906,Maruti Celerio VXI,2019,484999,4875,Petrol,Manual,First Owner
1907,Hyundai Creta 1.6,2020,1950000,2700,Diesel,Automatic,First Owner
1908,Maruti Vitara Brezza,2018,950000,58511,Diesel,Manual,First Owner
1909,Ford Figo 1.5D,2015,365000,105000,Diesel,Manual,First Owner
1910,Mahindra Thar CRDe,2018,900000,26235,Diesel,Manual,First Owner
1911,Tata Nexon 1.5,2017,919999,26766,Diesel,Manual,First Owner
1912,MG Hector Sharp,2020,1900000,1600,Petrol,Automatic,First Owner
1913,Mercedes-Benz New C-Class,2018,2950000,46000,Diesel,Manual,First Owner
1914,Mahindra Marazzo M2,2019,1075000,23000,Diesel,Manual,First Owner
1915,Maruti Swift VXI,2017,600000,24522,Petrol,Manual,First Owner
1916,BMW 3 Series,2017,3200000,13663,Diesel,Automatic,First Owner
1917,Skoda Octavia Style,2019,2600000,11000,Diesel,Automatic,First Owner
1918,Maruti Vitara Brezza,2016,839000,63000,Diesel,Manual,First Owner
1919,Volkswagen Polo 1.2,2019,635000,2000,Petrol,Manual,First Owner
1920,Mahindra Scorpio VLX,2014,550000,300000,Diesel,Manual,Third Owner
1921,Mahindra Logan Diesel,2011,180000,190000,Diesel,Manual,Third Owner
1922,Honda City i,2015,650000,80000,Diesel,Manual,First Owner
1923,Honda Jazz Select,2011,350000,80000,Petrol,Manual,Second Owner
1924,Maruti Alto K10,2015,265000,54000,Petrol,Manual,First Owner
1925,Renault KWID 1.0,2018,330000,30000,Petrol,Manual,First Owner
1926,Maruti Eeco 7,2019,395000,5000,Petrol,Manual,First Owner
1927,Mahindra TUV 300,2015,700000,58945,Diesel,Manual,First Owner
1928,Ford Figo Diesel,2012,300000,90000,Diesel,Manual,First Owner
1929,Toyota Innova 2.5,2011,650000,375000,Diesel,Manual,First Owner
1930,Maruti Ertiga VDI,2013,625000,160000,Diesel,Manual,Third Owner
1931,Volkswagen Polo GT,2014,425000,80000,Diesel,Manual,Second Owner
1932,Maruti 800 AC,2004,55000,50000,Petrol,Manual,Third Owner
1933,Tata Indigo CS,2015,250000,80000,Diesel,Manual,Second Owner
1934,Mahindra Bolero 2011-2019,2015,459999,156975,Diesel,Manual,First Owner
1935,Toyota Corolla Altis,2017,1594000,5000,Diesel,Manual,First Owner
1936,Chevrolet Sail 1.2,2014,300000,50000,Petrol,Manual,First Owner
1937,Ford EcoSport 1.5,2018,950000,27620,Diesel,Manual,First Owner
1938,Mahindra Scorpio LX,2013,484999,120000,Diesel,Manual,First Owner
1939,Mahindra Xylo E8,2009,161000,120000,Diesel,Manual,Third Owner
1940,Hyundai i20 Active,2015,500000,58000,Petrol,Manual,First Owner
1941,Nissan Sunny XV,2012,350000,50000,Petrol,Manual,First Owner
1942,Maruti Ignis 1.2,2017,550000,40000,Petrol,Automatic,First Owner
1943,Honda WR-V i-VTEC,2018,850000,7800,Petrol,Manual,First Owner
1944,Maruti Alto 800,2016,240000,50000,Petrol,Manual,First Owner
1945,Ford Endeavour 2.5L,2011,950000,68000,Diesel,Manual,First Owner
1946,Maruti Ertiga VXI,2015,423000,60000,Petrol,Manual,Second Owner
1947,Tata Indigo GLS,2005,90000,74000,Petrol,Manual,Second Owner
1948,Tata New Safari,2011,350000,58000,Diesel,Manual,Second Owner
1949,Maruti A-Star Vxi,2011,170000,70000,Petrol,Manual,Third Owner
1950,Ford Figo Aspire,2015,450000,70000,Petrol,Manual,First Owner
1951,Hyundai i10 Magna,2009,150000,110000,Petrol,Manual,Second Owner
1952,Hyundai Santro LP,2002,75000,80000,Petrol,Manual,Third Owner
1953,Hyundai i20 Sportz,2016,511000,80000,Diesel,Manual,First Owner
1954,Maruti Ertiga 1.5,2018,850000,59000,Diesel,Manual,First Owner
1955,Tata Indica V2,2018,250000,110000,Diesel,Manual,First Owner
1956,Maruti Celerio ZXI,2020,420000,25000,Petrol,Manual,First Owner
1957,Maruti Alto 800,2014,180000,55000,Petrol,Manual,First Owner
1958,Maruti Celerio ZDi,2015,400000,25000,Diesel,Manual,First Owner
1959,Mahindra Xylo E4,2009,150000,300000,Diesel,Manual,First Owner
1960,Ford Figo 1.5D,2016,500000,143200,Diesel,Manual,First Owner
1961,Jeep Compass 2.0,2017,1689999,60000,Diesel,Manual,First Owner
1962,Nissan Micra Diesel,2012,204999,120000,Diesel,Manual,First Owner
1963,Maruti Ciaz VDi,2014,459999,145000,Diesel,Manual,Second Owner
1964,Hyundai i20 2015-2017,2017,600000,30000,Petrol,Manual,First Owner
1965,Hyundai Grand i10,2019,585000,8000,Petrol,Manual,First Owner
1966,Ford Endeavour 2.5L,2012,551000,170000,Diesel,Manual,First Owner
1967,Maruti Swift Dzire,2013,525000,100000,Diesel,Manual,First Owner
1968,Maruti Omni 8,2012,160000,62000,Petrol,Manual,First Owner
1969,Mahindra XUV500 W8,2014,825000,110000,Diesel,Manual,First Owner
1970,Hyundai Santro Xing,2007,127000,137000,CNG,Manual,First Owner
1971,Chevrolet Tavera Neo,2015,600000,80000,Diesel,Manual,Second Owner
1972,Maruti Zen Base,2002,65000,80000,Petrol,Manual,Second Owner
1973,Maruti Swift Dzire,2013,550000,100000,Diesel,Manual,First Owner
1974,Mahindra Bolero 2011-2019,2015,650000,120000,Diesel,Manual,First Owner
1975,Maruti Swift Dzire,2019,750000,24000,Diesel,Manual,First Owner
1976,Mahindra KUV 100,2017,380000,80000,Diesel,Manual,First Owner
1977,Hyundai Verna 1.6,2012,400000,138000,Diesel,Manual,First Owner
1978,Maruti Wagon R,2003,50000,147000,Petrol,Manual,Fourth & Above Owner
1979,Mahindra TUV 300,2017,750000,60000,Diesel,Manual,First Owner
1980,Chevrolet Spark 1.0,2011,150000,80000,Petrol,Manual,First Owner
1981,Maruti Alto 800,2016,245000,50000,Petrol,Manual,First Owner
1982,Tata Manza Club,2013,260000,189000,Diesel,Manual,First Owner
1983,Volkswagen Vento 1.5,2014,411000,90000,Diesel,Automatic,Second Owner
1984,Hyundai i20 Sportz,2014,450000,56000,Diesel,Manual,First Owner
1985,BMW 3 Series,2012,1300000,140000,Diesel,Automatic,Second Owner
1986,Maruti Celerio VXI,2016,351000,60000,Petrol,Manual,First Owner
1987,Mahindra XUV500 W8,2012,550000,130000,Diesel,Manual,First Owner
1988,BMW 3 Series,2013,1300000,140000,Diesel,Automatic,Second Owner
1989,Tata Manza Club,2013,260000,189000,Diesel,Manual,First Owner
1990,Volkswagen Vento 1.5,2014,411000,90000,Diesel,Automatic,Second Owner
1991,Hyundai i20 Sportz,2014,450000,56000,Diesel,Manual,First Owner
1992,BMW 3 Series,2012,1300000,140000,Diesel,Automatic,Second Owner
1993,Maruti Celerio VXI,2016,351000,60000,Petrol,Manual,First Owner
1994,Mahindra XUV500 W8,2012,550000,130000,Diesel,Manual,First Owner
1995,BMW 3 Series,2013,1300000,140000,Diesel,Automatic,Second Owner
1996,Nissan Terrano XE,2016,750000,35000,Diesel,Manual,First Owner
1997,Nissan Terrano XL,2015,800000,35000,Diesel,Manual,First Owner
1998,Tata New Safari,2011,350000,156000,Diesel,Manual,First Owner
1999,Maruti Alto 800,2013,200000,90000,Petrol,Manual,First Owner
2000,Tata Indigo LS,2008,150000,60000,Diesel,Manual,Third Owner
2001,Nissan Terrano XL,2016,800000,36000,Diesel,Manual,First Owner
2002,Hyundai EON Era,2017,350000,20000,Petrol,Manual,Second Owner
2003,Tata New Safari,2011,350000,160000,Diesel,Manual,First Owner
2004,Mahindra Scorpio 2.6,2006,250000,185000,Diesel,Manual,First Owner
2005,Tata Indica Vista,2010,170000,110000,Diesel,Manual,Second Owner
2006,Renault KWID RXT,2018,395000,10800,Petrol,Manual,First Owner
2007,Mahindra Bolero 2011-2019,2012,450000,120000,Diesel,Manual,First Owner
2008,Maruti Ignis 1.2,2019,500000,15000,Petrol,Manual,First Owner
2009,Tata Sumo EX,2012,200000,67500,Diesel,Manual,First Owner
2010,Tata Hexa XM,2017,1200000,30000,Diesel,Manual,First Owner
2011,Mahindra KUV 100,2016,400000,50000,Diesel,Manual,First Owner
2012,Mahindra TUV 300,2016,650000,100000,Diesel,Manual,First Owner
